@relation flink_release-0.8.1
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.0,0.0,0.007,0.0,0.0,0.005,0.0,0.0,0.102,0.001,0.255,0.001,0.004,0.001,0.005,0.0,0.047,0.0,0.222,0.038,0.087,0.042,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.294,0.03,0.089,0.0,0.0,0.0,0.0,0.0,0.119,0.001,0.0,-1.0
0.0,0.0,0.007,0.0,0.0,0.025,0.0,0.002,0.102,0.001,0.353,0.002,0.006,0.001,0.008,0.001,0.048,0.0,0.0,0.038,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.002,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.001,0.353,0.002,0.006,0.001,0.008,0.001,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.011,0.0,0.085,0.0,0.0,0.036,0.79,0.0,0.0,0.001,0.451,0.002,0.006,0.001,0.008,0.001,0.071,0.0,0.02,0.049,0.008,0.024,0.1,0.0,0.011,0.0,0.012,0.0,0.01,0.005,0.004,0.002,0.014,0.036,0.0,0.0,0.0,0.06,0.001,0.0,-1.0
0.011,0.0,0.085,0.0,0.0,0.035,0.71,0.0,0.02,0.001,0.431,0.002,0.006,0.001,0.009,0.001,0.064,0.0,0.03,0.045,0.012,0.023,0.109,0.003,0.011,0.0,0.012,0.0,0.01,0.008,0.004,0.002,0.007,0.036,0.0,0.0,0.0,0.06,0.001,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.02,0.0,0.098,0.0,0.001,0.0,0.002,0.0,0.008,0.0,0.037,0.038,0.0,0.006,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,-1.0
0.032,0.0,0.092,0.0,0.0,0.052,0.7,0.007,0.082,0.002,0.451,0.003,0.007,0.003,0.01,0.001,0.108,0.0,0.074,0.082,0.032,0.03,0.127,0.01,0.035,0.0,0.018,0.0,0.052,0.01,0.002,0.012,0.005,0.066,0.0,0.0,0.0,0.072,0.003,0.0,-1.0
0.022,0.022,0.014,0.0,0.0,0.007,0.5,0.006,0.02,0.0,0.216,0.0,0.002,0.0,0.003,0.0,0.026,0.0,0.037,0.038,0.0,0.024,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.048,0.001,0.0,-1.0
0.065,0.0,0.106,0.04,0.0,0.118,0.61,0.006,0.102,0.005,0.667,0.007,0.018,0.005,0.021,0.003,0.142,0.001,0.044,0.09,0.031,0.046,0.1,0.031,0.038,0.072,0.019,0.0,0.02,0.024,0.015,0.035,0.063,0.106,0.0,0.0,0.0,0.106,0.001,0.0,1.0
0.0,0.0,0.071,0.0,0.0,0.025,0.0,0.0,0.02,0.001,0.216,0.001,0.004,0.001,0.005,0.0,0.03,0.0,0.022,0.042,0.007,0.018,0.1,0.0,0.006,0.0,0.007,0.0,0.0,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.001,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.078,0.0,0.001,0.0,0.001,0.0,0.008,0.0,0.074,0.038,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,-1.0
0.043,0.0,0.05,0.0,0.0,0.064,0.9,0.077,0.102,0.003,0.647,0.004,0.013,0.003,0.016,0.002,0.119,0.001,0.097,0.101,0.035,0.052,0.088,0.055,0.037,0.125,0.083,0.0,0.028,0.021,0.019,0.064,0.038,0.126,0.0,0.0,0.0,0.127,0.003,0.0,-1.0
0.032,0.0,0.092,0.04,0.0,0.12,0.605,0.013,0.061,0.004,0.745,0.007,0.017,0.005,0.021,0.003,0.151,0.001,0.051,0.121,0.053,0.069,0.115,0.046,0.045,0.135,0.031,0.017,0.034,0.034,0.023,0.048,0.083,0.184,0.0,0.0,0.0,0.152,0.001,0.0,1.0
0.022,0.0,0.121,0.04,0.0,0.6,0.655,0.111,0.49,0.026,0.98,0.038,0.052,0.029,0.057,0.02,0.373,0.019,0.152,0.198,0.11,0.092,0.205,0.06,0.149,0.102,0.059,0.032,0.154,0.04,0.009,0.057,0.052,0.232,0.0,0.0,0.0,0.199,0.007,0.017,1.0
0.118,0.0,0.007,0.0,0.0,0.174,1.0,0.015,0.143,0.008,0.765,0.009,0.017,0.008,0.021,0.005,0.215,0.003,0.407,1.0,0.315,0.648,0.15,0.516,0.059,0.125,0.333,0.428,0.0,0.523,0.284,0.744,0.769,0.6,0.0,0.0,0.0,0.738,0.009,0.0,-1.0
0.011,0.0,0.085,0.0,0.0,0.055,0.715,0.011,0.02,0.002,0.51,0.003,0.008,0.002,0.011,0.001,0.1,0.0,0.06,0.056,0.022,0.029,0.123,0.0,0.018,0.0,0.01,0.0,0.009,0.011,0.003,0.0,0.018,0.062,0.0,0.0,0.0,0.062,0.003,0.0,-1.0
0.011,0.0,0.085,0.0,0.0,0.042,0.69,0.011,0.0,0.002,0.51,0.002,0.008,0.002,0.011,0.001,0.079,0.0,0.037,0.061,0.016,0.024,0.092,0.0,0.015,0.0,0.022,0.0,0.009,0.006,0.004,0.002,0.019,0.034,0.0,0.0,0.0,0.065,0.002,0.0,-1.0
0.032,0.022,0.021,0.0,0.0,0.019,0.835,0.0,0.061,0.001,0.353,0.001,0.004,0.001,0.006,0.0,0.039,0.0,0.062,0.064,0.051,0.04,0.033,0.021,0.019,0.0,0.022,0.071,0.0,0.0,0.0,0.022,0.0,0.066,0.0,0.0,0.0,0.071,0.001,0.0,-1.0
0.032,0.022,0.014,0.0,0.0,0.007,0.5,0.002,0.0,0.001,0.353,0.001,0.004,0.001,0.006,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.078,0.0,0.0,0.106,0.0,0.002,0.163,0.007,0.431,0.011,0.015,0.008,0.017,0.004,0.179,0.002,0.139,0.051,0.06,0.07,0.0,0.023,0.019,0.0,0.0,0.071,0.056,0.127,0.004,0.018,0.0,0.016,0.0,0.0,0.0,0.069,0.002,0.0,-1.0
0.0,0.0,0.014,0.0,0.0,0.003,0.0,0.002,0.0,0.007,0.431,0.011,0.015,0.008,0.017,0.004,0.179,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.011,0.0,0.014,0.0,0.0,0.039,0.5,0.009,0.041,0.002,0.647,0.003,0.01,0.002,0.013,0.001,0.089,0.0,0.056,0.125,0.103,0.077,0.025,0.031,0.103,0.062,0.0,0.214,0.0,0.055,0.004,0.022,0.115,0.3,0.0,0.0,0.0,0.161,0.009,0.038,-1.0
0.022,0.0,0.028,0.0,0.0,0.014,0.5,0.0,0.0,0.002,0.647,0.003,0.01,0.002,0.013,0.001,0.089,0.0,0.025,0.064,0.007,0.036,0.067,0.0,0.176,0.0,0.022,0.0,0.0,0.0,0.0,0.007,0.0,0.066,0.248,0.0,0.0,0.111,0.001,0.0,-1.0
0.011,0.0,0.021,0.0,0.0,0.009,1.0,0.0,0.041,0.0,0.275,0.001,0.003,0.0,0.005,0.0,0.03,0.0,0.049,0.038,0.015,0.022,0.067,0.021,0.019,0.0,0.0,0.0,0.0,0.006,0.005,0.015,0.0,0.0,0.0,0.0,0.0,0.135,0.001,0.0,-1.0
0.022,0.0,0.397,0.0,0.0,0.483,0.72,0.395,0.469,0.011,0.549,0.018,0.027,0.013,0.03,0.008,0.198,0.004,0.204,0.044,0.041,0.023,0.098,0.006,0.085,0.0,0.006,0.0,0.001,0.005,0.0,0.005,0.0,0.026,0.0,0.0,0.0,0.507,0.001,0.0,1.0
0.075,0.0,0.333,0.12,0.0,0.393,0.795,0.378,0.449,0.009,0.647,0.016,0.028,0.011,0.032,0.007,0.201,0.004,0.127,0.056,0.043,0.03,0.082,0.008,0.092,0.002,0.017,0.013,0.006,0.01,0.001,0.007,0.005,0.042,0.0,0.0,0.0,0.558,0.043,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.015,0.0,0.0,0.039,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.037,0.038,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,-1.0
0.0,0.0,0.028,0.0,0.0,0.018,0.0,0.006,0.061,0.001,0.314,0.001,0.005,0.001,0.006,0.0,0.038,0.0,0.099,0.051,0.058,0.026,0.1,0.042,0.019,0.0,0.022,0.0,0.037,0.018,0.005,0.03,0.025,0.0,0.0,0.0,0.0,0.131,0.001,0.0,1.0
0.032,0.0,0.028,0.0,0.0,0.029,0.5,0.002,0.041,0.001,0.471,0.001,0.005,0.001,0.008,0.0,0.064,0.0,0.099,0.051,0.08,0.03,0.1,0.042,0.019,0.0,0.022,0.0,0.037,0.037,0.005,0.03,0.025,0.0,0.0,0.0,0.0,0.159,0.001,0.0,1.0
0.0,0.0,0.014,0.0,0.0,0.008,0.0,0.031,0.02,0.0,0.294,0.0,0.002,0.0,0.004,0.0,0.024,0.0,0.019,0.058,0.076,0.033,0.15,0.031,0.029,0.0,0.0,0.0,0.0,0.018,0.007,0.022,0.0,0.1,0.0,0.0,0.0,0.083,0.009,0.0,1.0
0.0,0.0,0.007,0.0,0.0,0.022,0.0,0.0,0.082,0.001,0.333,0.002,0.006,0.001,0.008,0.001,0.043,0.0,0.333,0.115,0.478,0.176,0.0,0.156,0.0,0.25,0.0,0.214,0.0,0.239,0.03,0.111,0.0,0.6,0.0,0.0,0.0,0.226,0.001,0.0,-1.0
0.0,0.0,0.021,0.0,0.0,0.014,0.0,0.006,0.041,0.001,0.255,0.002,0.005,0.001,0.006,0.0,0.046,0.0,0.185,0.077,0.022,0.045,0.15,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.1,0.0,0.0,0.0,0.119,0.001,0.0,-1.0
0.118,0.0,0.064,0.04,0.0,0.111,0.655,0.0,0.184,0.004,0.667,0.007,0.02,0.005,0.023,0.003,0.132,0.001,0.084,0.087,0.061,0.055,0.055,0.023,0.059,0.022,0.012,0.077,0.03,0.01,0.003,0.046,0.014,0.11,0.0,0.0,0.0,0.141,0.001,0.028,-1.0
0.0,0.0,0.014,0.0,0.0,0.005,0.0,0.004,0.02,0.0,0.176,0.001,0.003,0.0,0.004,0.0,0.024,0.0,0.037,0.038,0.0,0.018,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.001,0.0,-1.0
0.075,0.0,0.043,0.04,0.0,0.066,0.625,0.0,0.041,0.003,0.51,0.004,0.013,0.003,0.016,0.002,0.092,0.0,0.074,0.077,0.087,0.055,0.014,0.018,0.051,0.0,0.009,0.122,0.016,0.037,0.017,0.032,0.099,0.114,0.0,0.0,0.0,0.179,0.001,0.0,1.0
0.0,0.0,0.021,0.0,0.0,0.02,0.0,0.0,0.082,0.001,0.392,0.002,0.008,0.001,0.01,0.001,0.061,0.0,0.333,0.154,0.196,0.121,0.0,0.156,0.0,0.0,0.0,0.214,0.111,0.073,0.0,0.111,0.077,0.6,0.0,0.0,0.0,0.381,0.001,0.0,-1.0
0.0,0.0,0.014,0.0,0.0,0.004,0.0,0.0,0.0,0.001,0.392,0.002,0.008,0.001,0.01,0.001,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.011,0.0,0.028,0.0,0.0,0.07,0.875,0.011,0.082,0.003,0.549,0.005,0.011,0.003,0.014,0.002,0.12,0.001,0.139,0.183,0.13,0.129,0.075,0.086,0.074,0.125,0.067,0.107,0.0,0.101,0.019,0.106,0.154,0.5,0.0,0.0,0.0,0.28,0.009,0.154,-1.0
0.0,0.0,0.007,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.078,0.0,0.001,0.0,0.001,0.0,0.006,0.0,0.0,0.038,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.001,0.0,-1.0
0.0,0.0,0.057,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.196,0.001,0.003,0.0,0.004,0.0,0.026,0.0,0.016,0.038,0.0,0.015,0.05,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.001,0.0,-1.0
0.054,0.0,0.05,0.0,0.0,0.059,0.61,0.004,0.041,0.002,0.451,0.003,0.008,0.002,0.01,0.001,0.097,0.0,0.053,0.077,0.065,0.055,0.043,0.009,0.034,0.0,0.019,0.092,0.032,0.008,0.002,0.032,0.0,0.142,0.0,0.0,0.0,0.148,0.001,0.0,1.0
0.0,0.0,0.021,0.0,0.0,0.017,0.0,0.006,0.041,0.001,0.373,0.002,0.006,0.001,0.008,0.001,0.056,0.0,0.185,0.096,0.043,0.061,0.15,0.0,0.029,0.0,0.0,0.107,0.0,0.009,0.0,0.033,0.0,0.1,0.0,0.0,0.0,0.131,0.001,0.0,-1.0
0.097,0.0,0.064,0.04,0.0,0.137,0.655,0.0,0.184,0.005,0.667,0.008,0.021,0.006,0.025,0.003,0.136,0.001,0.098,0.105,0.067,0.075,0.055,0.034,0.059,0.022,0.012,0.195,0.02,0.017,0.003,0.057,0.014,0.128,0.0,0.0,0.0,0.161,0.001,0.028,-1.0
0.0,0.0,0.014,0.0,0.0,0.008,0.0,0.004,0.02,0.0,0.294,0.001,0.003,0.0,0.005,0.0,0.036,0.0,0.037,0.038,0.0,0.018,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.001,0.0,-1.0
0.075,0.0,0.043,0.04,0.0,0.084,0.625,0.0,0.041,0.004,0.549,0.006,0.015,0.004,0.018,0.002,0.111,0.001,0.09,0.093,0.14,0.076,0.014,0.049,0.051,0.0,0.009,0.184,0.032,0.086,0.028,0.057,0.187,0.114,0.0,0.0,0.0,0.189,0.001,0.0,1.0
0.0,0.0,0.021,0.0,0.0,0.02,0.0,0.0,0.082,0.001,0.392,0.002,0.008,0.001,0.01,0.001,0.06,0.0,0.148,0.096,0.098,0.067,0.0,0.078,0.0,0.0,0.0,0.107,0.056,0.037,0.0,0.056,0.038,0.3,0.0,0.0,0.0,0.214,0.001,0.0,-1.0
0.0,0.0,0.014,0.0,0.0,0.004,0.0,0.0,0.0,0.001,0.392,0.002,0.008,0.001,0.01,0.001,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.021,0.0,0.0,0.033,0.0,0.004,0.02,0.001,0.392,0.002,0.006,0.001,0.008,0.001,0.075,0.0,0.111,0.103,0.102,0.081,0.067,0.073,0.098,0.082,0.0,0.143,0.0,0.037,0.0,0.067,0.0,0.334,0.0,0.0,0.0,0.194,0.009,0.0,-1.0
0.032,0.022,0.05,0.0,0.0,0.054,0.61,0.002,0.041,0.002,0.431,0.003,0.008,0.002,0.01,0.001,0.095,0.0,0.048,0.072,0.072,0.049,0.071,0.027,0.034,0.0,0.019,0.092,0.032,0.008,0.004,0.032,0.0,0.142,0.0,0.0,0.0,0.122,0.001,0.0,1.0
0.032,0.0,0.014,0.0,0.0,0.039,0.5,0.0,0.082,0.001,0.294,0.003,0.006,0.002,0.008,0.001,0.074,0.0,0.167,0.173,0.163,0.145,0.0,0.078,0.0,0.0,0.0,0.535,0.0,0.0,0.06,0.056,0.0,0.3,0.0,0.0,0.0,0.179,0.001,0.0,-1.0
0.032,0.0,0.184,0.0,0.0,0.137,0.635,0.0,0.102,0.006,0.353,0.01,0.01,0.007,0.011,0.004,0.21,0.002,0.204,0.05,0.112,0.052,0.005,0.085,0.003,0.0,0.0,0.062,0.0,0.016,0.013,0.06,0.0,0.058,0.218,0.0,0.0,0.165,0.001,0.0,1.0
0.075,0.032,0.213,0.0,0.0,0.188,0.565,0.0,0.082,0.007,0.412,0.014,0.01,0.009,0.012,0.005,0.311,0.004,0.196,0.058,0.109,0.051,0.0,0.09,0.0,0.0,0.0,0.111,0.0,0.0,0.028,0.064,0.0,0.104,0.0,0.0,0.0,0.112,0.001,0.0,-1.0
0.043,0.032,0.021,0.0,0.0,0.011,0.835,0.007,0.0,0.007,0.412,0.014,0.01,0.009,0.012,0.005,0.311,0.004,0.0,0.038,0.0,0.018,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.06,0.001,0.0,-1.0
0.086,0.032,0.078,0.0,0.0,0.055,0.68,0.002,0.122,0.002,0.431,0.004,0.008,0.003,0.01,0.001,0.109,0.0,0.127,0.047,0.063,0.041,0.011,0.049,0.026,0.0,0.0,0.047,0.0,0.002,0.007,0.042,0.0,0.044,0.083,0.0,0.0,0.138,0.001,0.0,-1.0
0.043,0.032,0.021,0.0,0.0,0.011,0.835,0.0,0.0,0.002,0.431,0.004,0.008,0.003,0.01,0.001,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.022,0.0,0.021,0.0,0.0,0.079,0.5,0.0,0.082,0.002,0.275,0.004,0.006,0.003,0.007,0.001,0.101,0.0,0.185,0.269,0.109,0.206,0.0,0.062,0.0,0.0,0.0,0.857,0.0,0.0,0.129,0.044,0.0,0.2,0.0,0.0,0.0,0.171,0.001,0.0,-1.0
0.118,0.054,0.191,0.0,0.0,0.143,0.61,0.002,0.143,0.005,0.431,0.008,0.011,0.006,0.013,0.003,0.182,0.001,0.147,0.05,0.073,0.046,0.017,0.052,0.01,0.0,0.0,0.064,0.0,0.007,0.009,0.037,0.0,0.06,0.165,0.0,0.0,0.148,0.001,0.0,1.0
0.065,0.054,0.021,0.0,0.0,0.014,0.835,0.0,0.02,0.005,0.431,0.008,0.011,0.006,0.013,0.003,0.182,0.001,0.0,0.038,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.001,0.0,1.0
0.011,0.011,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.005,0.431,0.008,0.011,0.006,0.013,0.003,0.182,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.301,0.161,0.574,0.0,0.0,0.493,0.53,0.0,0.184,0.018,0.431,0.032,0.019,0.022,0.021,0.013,0.417,0.014,0.223,0.059,0.14,0.061,0.002,0.091,0.001,0.0,0.0,0.109,0.0,0.014,0.028,0.065,0.003,0.094,0.173,0.0,0.0,0.154,0.001,0.0,1.0
0.022,0.011,0.021,0.0,0.0,0.008,0.835,0.004,0.0,0.018,0.431,0.032,0.019,0.022,0.021,0.013,0.417,0.014,0.0,0.038,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.001,0.0,1.0
0.054,0.043,0.021,0.0,0.0,0.011,0.835,0.006,0.02,0.018,0.431,0.032,0.019,0.022,0.021,0.013,0.417,0.014,0.0,0.038,0.0,0.018,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.071,0.001,0.0,1.0
0.065,0.054,0.021,0.0,0.0,0.013,0.835,0.0,0.02,0.018,0.431,0.032,0.019,0.022,0.021,0.013,0.417,0.014,0.037,0.038,0.0,0.036,0.0,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.131,0.001,0.0,1.0
0.065,0.054,0.021,0.0,0.0,0.014,0.835,0.0,0.041,0.018,0.431,0.032,0.019,0.022,0.021,0.013,0.417,0.014,0.0,0.038,0.0,0.018,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.06,0.001,0.0,1.0
0.075,0.032,0.092,0.0,0.0,0.086,0.655,0.0,0.102,0.003,0.431,0.005,0.008,0.003,0.011,0.002,0.136,0.001,0.158,0.045,0.077,0.036,0.009,0.057,0.0,0.0,0.0,0.039,0.0,0.003,0.042,0.04,0.007,0.036,0.0,0.0,0.0,0.268,0.001,0.0,-1.0
0.043,0.032,0.021,0.0,0.0,0.013,0.835,0.0,0.0,0.003,0.431,0.005,0.008,0.003,0.011,0.002,0.136,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.075,0.032,0.092,0.0,0.0,0.086,0.655,0.0,0.102,0.003,0.431,0.005,0.008,0.003,0.011,0.002,0.136,0.001,0.158,0.045,0.077,0.035,0.0,0.057,0.0,0.0,0.0,0.039,0.0,0.0,0.042,0.04,0.0,0.036,0.0,0.0,0.0,0.265,0.001,0.0,-1.0
0.043,0.032,0.021,0.0,0.0,0.013,0.835,0.0,0.0,0.003,0.431,0.005,0.008,0.003,0.011,0.002,0.136,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.032,0.0,0.021,0.0,0.0,0.064,0.5,0.0,0.082,0.002,0.294,0.003,0.008,0.002,0.01,0.001,0.07,0.0,0.148,0.218,0.102,0.166,0.0,0.073,0.0,0.0,0.0,0.642,0.0,0.0,0.234,0.052,0.0,0.2,0.0,0.0,0.0,0.19,0.001,0.0,-1.0
0.011,0.0,0.078,0.0,0.0,0.097,0.875,0.0,0.245,0.004,0.333,0.007,0.012,0.005,0.014,0.003,0.119,0.001,0.18,0.055,0.162,0.1,0.0,0.103,0.017,0.0,0.0,0.092,0.016,0.003,0.117,0.076,0.0,0.114,0.218,0.0,0.0,0.175,0.001,0.0,-1.0
0.011,0.0,0.028,0.0,0.0,0.017,0.7,0.002,0.041,0.004,0.333,0.007,0.012,0.005,0.014,0.003,0.119,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.011,0.0,0.085,0.0,0.0,0.113,0.885,0.0,0.245,0.005,0.353,0.008,0.012,0.006,0.014,0.003,0.134,0.001,0.181,0.058,0.171,0.107,0.0,0.09,0.015,0.0,0.0,0.107,0.042,0.005,0.136,0.067,0.0,0.15,0.188,0.0,0.0,0.165,0.001,0.0,-1.0
0.011,0.0,0.028,0.0,0.0,0.015,0.7,0.002,0.041,0.005,0.353,0.008,0.012,0.006,0.014,0.003,0.134,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.333,0.215,0.248,0.0,0.0,0.371,0.805,0.0,0.49,0.013,0.608,0.019,0.027,0.014,0.03,0.009,0.23,0.005,0.133,0.142,0.085,0.101,0.009,0.082,0.021,0.112,0.043,0.0,0.006,0.065,0.042,0.08,0.021,0.128,0.0,0.0,0.0,0.122,0.001,0.0,-1.0
0.011,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.013,0.608,0.019,0.027,0.014,0.03,0.009,0.23,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.022,0.011,0.021,0.04,0.0,0.008,0.835,0.002,0.02,0.013,0.608,0.019,0.027,0.014,0.03,0.009,0.23,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.097,0.097,0.0,0.04,0.0,0.007,0.0,0.004,0.041,0.013,0.608,0.019,0.027,0.014,0.03,0.009,0.23,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.032,0.032,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.013,0.608,0.019,0.027,0.014,0.03,0.009,0.23,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.011,0.011,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.013,0.608,0.019,0.027,0.014,0.03,0.009,0.23,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.032,0.032,0.0,0.08,0.0,0.002,0.0,0.002,0.0,0.013,0.608,0.019,0.027,0.014,0.03,0.009,0.23,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.013,0.608,0.019,0.027,0.014,0.03,0.009,0.23,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
