@relation jena_jena-3.13.1
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.015,0.003,0.019,0.002,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.009,0.0,0.012,0.0,0.667,0.002,1.0,0.001,0.065,0.003,0.183,0.003,0.017,0.003,0.022,0.002,0.034,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.009,0.0,0.012,0.0,0.667,0.002,1.0,0.0,0.065,0.003,0.2,0.004,0.017,0.003,0.023,0.002,0.037,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,-1.0
0.009,0.0,0.016,0.0,0.667,0.005,1.0,0.001,0.152,0.009,0.283,0.008,0.029,0.009,0.037,0.005,0.072,0.001,0.07,0.032,0.024,0.006,0.059,0.002,0.333,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.027,0.03,0.0,0.0,0.0,0.018,0.0,0.0,-1.0
0.009,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.003,0.167,0.003,0.013,0.003,0.018,0.001,0.035,0.0,0.083,0.019,0.012,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,-1.0
0.009,0.0,0.016,0.0,0.667,0.005,1.0,0.001,0.152,0.009,0.283,0.008,0.029,0.009,0.037,0.005,0.072,0.001,0.153,0.07,0.057,0.013,0.146,0.004,0.333,0.0,0.074,0.056,0.0,0.001,0.0,0.005,0.027,0.091,0.0,0.0,0.0,0.025,0.0,0.0,-1.0
0.004,0.0,0.008,0.0,0.833,0.001,1.0,0.0,0.043,0.002,0.167,0.002,0.012,0.002,0.017,0.001,0.026,0.0,0.042,0.019,0.0,0.004,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.009,0.0,0.012,0.0,0.667,0.002,1.0,0.0,0.13,0.004,0.167,0.005,0.019,0.004,0.024,0.002,0.039,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,-1.0
0.009,0.0,0.012,0.0,0.667,0.002,1.0,0.0,0.065,0.003,0.15,0.003,0.017,0.003,0.021,0.002,0.028,0.0,0.062,0.019,0.024,0.005,0.088,0.001,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.004,0.0,0.035,0.0,0.667,0.005,0.95,0.001,0.304,0.012,0.317,0.011,0.034,0.012,0.044,0.007,0.091,0.001,0.148,0.028,0.032,0.005,0.117,0.001,0.278,0.0,0.024,0.0,0.009,0.0,0.0,0.001,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,-1.0
0.004,0.0,0.016,0.0,0.833,0.002,0.9,0.0,0.13,0.004,0.217,0.005,0.02,0.005,0.026,0.003,0.049,0.0,0.083,0.019,0.0,0.004,0.029,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,-1.0
0.004,0.0,0.008,0.0,0.833,0.001,1.0,0.0,0.043,0.002,0.15,0.002,0.01,0.002,0.014,0.001,0.025,0.0,0.083,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.012,0.003,0.017,0.001,0.03,0.0,0.083,0.019,0.012,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.012,0.003,0.017,0.001,0.03,0.0,0.083,0.019,0.012,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.012,0.003,0.017,0.001,0.03,0.0,0.083,0.019,0.012,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.012,0.003,0.017,0.001,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.004,0.0,0.016,0.0,0.833,0.002,0.9,0.0,0.13,0.004,0.217,0.005,0.02,0.005,0.026,0.003,0.049,0.0,0.111,0.019,0.016,0.004,0.059,0.001,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,-1.0
0.009,0.0,0.008,0.043,0.667,0.005,0.5,0.001,0.152,0.007,0.317,0.007,0.025,0.007,0.034,0.004,0.079,0.001,0.108,0.034,0.02,0.007,0.088,0.002,0.233,0.04,0.022,0.017,0.0,0.0,0.0,0.003,0.0,0.055,0.0,0.0,0.0,0.02,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.003,0.15,0.003,0.016,0.003,0.02,0.002,0.026,0.0,0.042,0.019,0.0,0.004,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,-1.0
0.018,0.0,0.023,0.0,0.667,0.01,0.69,0.004,0.283,0.023,0.45,0.021,0.063,0.023,0.076,0.015,0.13,0.003,0.167,0.065,0.079,0.009,0.11,0.003,0.292,0.0,0.126,0.011,0.032,0.001,0.019,0.003,0.025,0.103,0.0,0.0,0.0,0.026,0.0,0.019,-1.0
0.004,0.0,0.008,0.0,0.833,0.001,1.0,0.001,0.043,0.002,0.183,0.002,0.013,0.002,0.018,0.001,0.028,0.0,0.083,0.019,0.0,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,-1.0
0.004,0.0,0.008,0.0,0.833,0.001,1.0,0.0,0.043,0.002,0.183,0.002,0.013,0.002,0.018,0.001,0.028,0.0,0.042,0.019,0.0,0.004,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.004,0.0,0.008,0.0,0.833,0.001,1.0,0.0,0.043,0.002,0.183,0.002,0.013,0.002,0.018,0.001,0.028,0.0,0.083,0.019,0.0,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,-1.0
0.004,0.0,0.008,0.0,0.833,0.001,1.0,0.0,0.043,0.002,0.183,0.002,0.013,0.002,0.018,0.001,0.028,0.0,0.042,0.019,0.0,0.004,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.004,0.0,0.008,0.0,0.833,0.001,1.0,0.0,0.043,0.002,0.183,0.002,0.013,0.002,0.018,0.001,0.028,0.0,0.083,0.019,0.0,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.015,0.003,0.019,0.002,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.012,0.003,0.017,0.001,0.03,0.0,0.083,0.019,0.012,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.015,0.003,0.019,0.002,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.015,0.003,0.019,0.002,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.002,1.0,0.0,0.065,0.002,0.183,0.003,0.015,0.003,0.021,0.001,0.032,0.0,0.062,0.019,0.012,0.004,0.044,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.015,0.003,0.019,0.002,0.03,0.0,0.083,0.019,0.012,0.004,0.088,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.002,1.0,0.0,0.087,0.002,0.15,0.003,0.015,0.003,0.019,0.002,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.012,0.003,0.017,0.001,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.015,0.003,0.019,0.002,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.002,1.0,0.0,0.087,0.002,0.15,0.003,0.015,0.003,0.019,0.002,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.012,0.003,0.017,0.001,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.012,0.003,0.017,0.001,0.03,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,-1.0
0.009,0.0,0.012,0.0,0.667,0.003,0.75,0.001,0.13,0.011,0.283,0.01,0.028,0.011,0.036,0.006,0.088,0.001,0.125,0.077,0.106,0.008,0.146,0.002,0.333,0.0,0.186,0.0,0.028,0.0,0.077,0.003,0.0,0.121,0.0,0.0,0.0,0.019,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.015,0.003,0.019,0.002,0.03,0.0,0.083,0.019,0.012,0.004,0.088,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.002,1.0,0.0,0.087,0.005,0.217,0.006,0.02,0.006,0.026,0.003,0.054,0.0,0.083,0.029,0.024,0.005,0.088,0.0,0.333,0.0,0.056,0.0,0.0,0.0,0.038,0.0,0.0,0.045,0.0,0.0,0.0,0.016,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.065,0.002,0.133,0.003,0.013,0.003,0.017,0.001,0.025,0.0,0.062,0.019,0.012,0.004,0.044,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.012,0.003,0.017,0.001,0.03,0.0,0.083,0.019,0.012,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.009,0.0,0.012,0.0,0.667,0.002,1.0,0.0,0.13,0.004,0.167,0.005,0.019,0.004,0.024,0.002,0.039,0.0,0.125,0.029,0.037,0.005,0.132,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.833,0.001,1.0,0.0,0.043,0.002,0.15,0.002,0.01,0.002,0.014,0.001,0.032,0.0,0.042,0.019,0.0,0.004,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.065,0.002,0.133,0.003,0.013,0.003,0.017,0.001,0.025,0.0,0.062,0.019,0.012,0.004,0.044,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.009,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.013,0.003,0.018,0.001,0.032,0.0,0.062,0.019,0.0,0.004,0.044,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.009,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.002,0.15,0.003,0.013,0.003,0.018,0.001,0.032,0.0,0.083,0.019,0.012,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.667,0.001,1.0,0.0,0.087,0.003,0.167,0.003,0.014,0.003,0.019,0.001,0.029,0.0,0.042,0.019,0.012,0.004,0.044,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.012,0.0,0.0,-1.0
0.027,0.027,0.078,0.022,0.0,0.011,0.0,0.249,0.13,0.007,0.167,0.008,0.039,0.008,0.043,0.005,0.032,0.0,0.028,0.014,0.0,0.001,0.0,0.0,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,-1.0
0.013,0.0,0.066,0.0,0.333,0.01,0.64,0.01,0.304,0.019,0.4,0.017,0.051,0.019,0.063,0.012,0.117,0.003,0.1,0.029,0.026,0.005,0.082,0.001,0.118,0.0,0.039,0.0,0.01,0.001,0.0,0.002,0.01,0.022,0.0,0.0,0.0,0.016,0.0,0.009,-1.0
0.009,0.0,0.008,0.0,0.333,0.002,0.5,0.001,0.087,0.002,0.133,0.002,0.011,0.002,0.015,0.001,0.027,0.0,0.083,0.038,0.024,0.008,0.0,0.003,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.091,0.0,0.0,0.0,0.019,0.0,0.0,-1.0
0.018,0.0,0.008,0.13,0.667,0.007,0.5,0.002,0.109,0.012,0.35,0.012,0.049,0.013,0.059,0.008,0.072,0.001,0.125,0.089,0.13,0.018,0.146,0.007,0.055,0.0,0.148,0.083,0.0,0.001,0.0,0.01,0.013,0.121,0.0,0.0,0.0,0.046,0.0,0.0,-1.0
0.0,0.0,0.019,0.109,0.167,0.002,0.0,0.003,0.0,0.002,0.1,0.002,0.007,0.002,0.01,0.001,0.023,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.016,0.0,0.333,0.002,0.0,0.0,0.0,0.002,0.067,0.001,0.006,0.002,0.008,0.001,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.004,0.0,0.016,0.043,0.0,0.002,1.0,0.001,0.0,0.002,0.133,0.002,0.009,0.002,0.013,0.001,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.009,0.0,0.047,0.13,0.333,0.01,0.645,0.002,0.087,0.012,0.333,0.008,0.025,0.011,0.035,0.006,0.092,0.001,0.049,0.032,0.026,0.005,0.117,0.001,0.07,0.034,0.028,0.0,0.0,0.0,0.002,0.001,0.0,0.023,0.0,0.0,0.0,0.023,0.003,0.0,-1.0
0.0,0.0,0.039,0.109,0.5,0.005,0.0,0.007,0.109,0.006,0.15,0.006,0.022,0.006,0.026,0.003,0.037,0.0,0.083,0.019,0.016,0.003,0.051,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.004,0.0,-1.0
0.004,0.0,0.047,0.63,0.5,0.007,0.665,0.006,0.174,0.009,0.233,0.01,0.028,0.01,0.035,0.006,0.079,0.001,0.093,0.025,0.024,0.004,0.079,0.001,0.247,0.0,0.037,0.0,0.008,0.0,0.002,0.001,0.0,0.022,0.0,0.0,0.0,0.012,0.003,0.0,-1.0
0.009,0.0,0.051,0.478,0.5,0.008,0.655,0.007,0.174,0.012,0.233,0.014,0.032,0.013,0.039,0.008,0.093,0.001,0.096,0.028,0.026,0.005,0.083,0.002,0.292,0.0,0.05,0.0,0.017,0.0,0.002,0.002,0.0,0.018,0.0,0.0,0.0,0.013,0.003,0.0,-1.0
0.013,0.0,0.054,0.022,0.5,0.01,0.62,0.006,0.174,0.014,0.233,0.017,0.035,0.016,0.042,0.01,0.106,0.002,0.093,0.03,0.024,0.005,0.088,0.002,0.357,0.0,0.063,0.0,0.024,0.0,0.002,0.003,0.0,0.017,0.0,0.0,0.0,0.014,0.003,0.0,-1.0
0.004,0.0,0.043,0.196,0.5,0.009,0.6,0.009,0.196,0.014,0.367,0.013,0.031,0.014,0.042,0.009,0.134,0.002,0.11,0.028,0.048,0.006,0.078,0.002,0.228,0.052,0.018,0.0,0.0,0.0,0.004,0.003,0.002,0.029,0.0,0.0,0.0,0.015,0.003,0.0,-1.0
0.013,0.0,0.039,0.043,0.5,0.006,0.835,0.009,0.261,0.01,0.233,0.012,0.038,0.011,0.044,0.007,0.066,0.001,0.133,0.019,0.032,0.004,0.046,0.001,0.255,0.0,0.0,0.011,0.0,0.0,0.001,0.001,0.0,0.012,0.0,0.0,0.0,0.013,0.006,0.0,-1.0
0.009,0.0,0.039,0.0,0.0,0.015,0.915,0.005,0.326,0.02,0.367,0.015,0.047,0.019,0.057,0.012,0.105,0.002,0.156,0.08,0.05,0.01,0.181,0.002,0.272,0.0,0.034,0.011,0.021,0.0,0.0,0.003,0.0,0.063,0.0,0.0,0.0,0.043,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.0,0.0,0.0,0.0,0.02,0.367,0.015,0.047,0.019,0.057,0.012,0.105,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.009,0.005,0.101,0.0,0.0,0.019,0.55,0.137,0.217,0.026,0.4,0.021,0.049,0.024,0.061,0.016,0.146,0.004,0.057,0.032,0.031,0.006,0.096,0.002,0.138,0.062,0.023,0.0,0.006,0.0,0.001,0.002,0.0,0.041,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.0,0.0,0.101,0.109,0.167,0.012,0.0,0.0,0.174,0.015,0.333,0.014,0.041,0.015,0.051,0.009,0.097,0.002,0.063,0.025,0.01,0.004,0.088,0.0,0.115,0.0,0.023,0.002,0.002,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.01,0.003,0.0,-1.0
0.004,0.0,0.023,0.0,0.333,0.003,1.0,0.006,0.109,0.004,0.267,0.004,0.02,0.005,0.028,0.003,0.051,0.0,0.083,0.022,0.004,0.004,0.059,0.0,0.195,0.0,0.019,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.333,0.0,0.0,0.0,0.0,0.001,0.05,0.001,0.005,0.001,0.006,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.004,0.0,0.004,0.022,0.667,0.002,0.5,0.0,0.109,0.005,0.267,0.005,0.025,0.005,0.033,0.003,0.05,0.0,0.042,0.019,0.0,0.005,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.0,0.0,0.039,0.065,0.0,0.001,0.0,0.021,0.283,0.003,0.05,0.004,0.017,0.003,0.018,0.002,0.017,0.0,0.096,0.019,0.0,0.001,0.0,0.0,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,-1.0
0.0,0.0,0.039,0.0,0.167,0.004,0.0,0.0,0.283,0.004,0.083,0.005,0.018,0.005,0.021,0.002,0.028,0.0,0.096,0.019,0.0,0.004,0.088,0.0,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.013,0.009,0.047,0.022,0.167,0.011,0.61,0.0,0.283,0.019,0.333,0.017,0.033,0.019,0.043,0.011,0.151,0.003,0.122,0.035,0.038,0.004,0.12,0.0,0.317,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.0,0.0,0.0,0.0,0.001,0.033,0.001,0.006,0.001,0.007,0.0,0.006,0.0,0.042,0.019,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,-1.0
0.004,0.0,0.012,0.0,0.333,0.004,0.5,0.0,0.065,0.007,0.283,0.006,0.024,0.007,0.033,0.004,0.063,0.0,0.083,0.038,0.098,0.005,0.175,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.0,0.003,0.0,0.006,0.109,0.003,0.233,0.003,0.011,0.003,0.018,0.002,0.054,0.0,0.146,0.048,0.037,0.01,0.132,0.004,0.333,0.1,0.056,0.0,0.0,0.0,0.0,0.005,0.0,0.091,0.0,0.0,0.0,0.021,0.0,0.0,-1.0
0.004,0.0,0.016,0.0,0.333,0.002,1.0,0.0,0.0,0.002,0.133,0.002,0.008,0.002,0.012,0.001,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.004,0.0,0.016,0.022,0.333,0.002,1.0,0.0,0.0,0.002,0.133,0.002,0.008,0.002,0.012,0.001,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.004,0.0,0.008,0.0,0.333,0.001,0.5,0.0,0.0,0.001,0.133,0.001,0.006,0.001,0.011,0.001,0.022,0.0,0.0,0.019,0.0,0.005,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.004,0.0,0.078,0.0,0.333,0.011,0.645,0.017,0.261,0.018,0.367,0.016,0.046,0.017,0.057,0.011,0.109,0.002,0.094,0.031,0.032,0.005,0.092,0.001,0.142,0.0,0.044,0.0,0.004,0.0,0.0,0.001,0.008,0.027,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.018,0.0,0.078,0.0,0.0,0.012,0.5,0.011,0.283,0.023,0.267,0.02,0.037,0.022,0.045,0.014,0.135,0.003,0.129,0.021,0.03,0.005,0.042,0.002,0.25,0.018,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.008,0.0,0.0,0.039,0.014,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.022,0.023,0.267,0.02,0.037,0.022,0.045,0.014,0.135,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
