@relation jena_jena-3.13.1
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.022,0.006,0.183,0.007,0.024,0.006,0.029,0.004,0.051,0.0,0.139,0.019,0.008,0.004,0.088,0.0,0.278,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.022,0.003,0.167,0.003,0.013,0.003,0.018,0.002,0.041,0.0,0.07,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.183,0.004,0.015,0.004,0.021,0.002,0.047,0.0,0.083,0.019,0.0,0.004,0.088,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.022,0.005,0.167,0.006,0.019,0.005,0.024,0.003,0.05,0.0,0.125,0.019,0.0,0.004,0.088,0.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.022,0.0,0.008,0.0,0.0,0.005,0.915,0.0,0.043,0.008,0.283,0.008,0.031,0.008,0.039,0.005,0.063,0.001,0.058,0.019,0.015,0.004,0.07,0.001,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-1.0
0.022,0.0,0.008,0.022,0.0,0.005,0.915,0.0,0.043,0.008,0.283,0.008,0.031,0.008,0.039,0.005,0.063,0.001,0.058,0.019,0.015,0.004,0.088,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,-1.0
0.018,0.0,0.008,0.0,0.167,0.006,1.0,0.0,0.196,0.015,0.367,0.015,0.055,0.016,0.065,0.01,0.089,0.002,0.177,0.034,0.122,0.009,0.066,0.005,0.125,0.1,0.028,0.0,0.0,0.0,0.013,0.005,0.01,0.045,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.013,0.0,0.008,0.043,0.0,0.006,0.5,0.0,0.0,0.009,0.333,0.009,0.031,0.009,0.041,0.005,0.081,0.001,0.052,0.029,0.03,0.005,0.0,0.001,0.125,0.0,0.028,0.0,0.0,0.001,0.006,0.002,0.0,0.091,0.0,0.0,0.0,0.019,0.0,0.036,-1.0
0.004,0.0,0.0,0.0,0.167,0.004,0.75,0.0,0.087,0.008,0.267,0.008,0.032,0.009,0.039,0.005,0.062,0.001,0.097,0.032,0.073,0.006,0.059,0.001,0.167,0.066,0.037,0.0,0.0,0.001,0.009,0.001,0.0,0.03,0.0,0.0,0.0,0.018,0.005,0.0,-1.0
0.004,0.0,0.0,0.0,0.167,0.003,0.75,0.0,0.065,0.006,0.25,0.006,0.023,0.006,0.03,0.003,0.057,0.0,0.097,0.025,0.057,0.005,0.088,0.0,0.112,0.0,0.037,0.0,0.0,0.0,0.009,0.0,0.0,0.03,0.0,0.0,0.0,0.014,0.005,0.0,-1.0
0.022,0.009,0.016,0.043,0.0,0.01,0.5,0.0,0.087,0.012,0.4,0.011,0.035,0.012,0.047,0.007,0.107,0.001,0.042,0.019,0.008,0.004,0.044,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.003,0.024,-1.0
0.0,0.0,0.008,0.0,0.167,0.004,0.0,0.0,0.065,0.006,0.25,0.005,0.02,0.006,0.028,0.003,0.057,0.0,0.042,0.019,0.0,0.004,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.003,0.0,0.0,0.065,0.004,0.217,0.005,0.018,0.005,0.025,0.002,0.049,0.0,0.167,0.019,0.098,0.005,0.088,0.003,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.018,0.005,0.016,0.0,0.0,0.014,0.5,0.0,0.174,0.021,0.467,0.018,0.046,0.02,0.059,0.013,0.154,0.003,0.13,0.038,0.076,0.008,0.033,0.002,0.125,0.026,0.014,0.0,0.032,0.0,0.003,0.002,0.005,0.035,0.0,0.0,0.0,0.032,0.0,0.019,-1.0
0.009,0.0,0.012,0.043,0.0,0.003,0.5,0.0,0.022,0.006,0.283,0.006,0.022,0.006,0.03,0.003,0.072,0.0,0.055,0.025,0.016,0.004,0.0,0.0,0.222,0.0,0.074,0.0,0.0,0.001,0.0,0.002,0.0,0.03,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.009,0.0,0.008,0.043,0.0,0.004,0.7,0.0,0.0,0.006,0.317,0.006,0.023,0.006,0.032,0.004,0.076,0.001,0.031,0.019,0.012,0.003,0.0,0.0,0.125,0.0,0.028,0.0,0.0,0.0,0.0,0.001,0.0,0.023,0.0,0.0,0.0,0.025,0.008,0.0,-1.0
0.004,0.0,0.0,0.0,0.167,0.002,0.75,0.0,0.087,0.005,0.2,0.006,0.022,0.005,0.027,0.003,0.048,0.0,0.014,0.013,0.0,0.002,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.005,0.0,-1.0
0.004,0.0,0.0,0.0,0.167,0.002,0.75,0.0,0.065,0.005,0.2,0.005,0.02,0.005,0.026,0.003,0.046,0.0,0.055,0.013,0.016,0.002,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.005,0.0,-1.0
0.004,0.0,0.012,0.0,0.0,0.002,0.5,0.0,0.022,0.005,0.25,0.005,0.018,0.005,0.026,0.003,0.061,0.0,0.125,0.019,0.049,0.004,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.001,0.0,0.0,0.043,0.003,0.133,0.003,0.016,0.003,0.02,0.002,0.027,0.0,0.167,0.019,0.049,0.004,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.001,0.0,0.0,0.043,0.003,0.133,0.003,0.016,0.003,0.019,0.002,0.027,0.0,0.167,0.019,0.049,0.004,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.022,0.002,0.117,0.003,0.012,0.003,0.015,0.001,0.027,0.0,0.042,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.022,0.002,0.117,0.003,0.012,0.003,0.015,0.001,0.027,0.0,0.042,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.117,0.003,0.012,0.003,0.016,0.001,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.0,0.002,0.0,0.0,0.0,0.002,0.117,0.003,0.012,0.003,0.016,0.001,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.117,0.003,0.012,0.003,0.016,0.001,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.0,0.002,0.0,0.0,0.022,0.002,0.117,0.002,0.011,0.002,0.015,0.001,0.024,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.0,0.002,0.0,0.0,0.022,0.002,0.117,0.002,0.011,0.002,0.015,0.001,0.024,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.022,0.002,0.117,0.003,0.012,0.003,0.015,0.001,0.027,0.0,0.042,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.022,0.002,0.117,0.003,0.012,0.003,0.015,0.001,0.027,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.0,0.002,0.0,0.0,0.022,0.002,0.15,0.003,0.012,0.002,0.016,0.001,0.029,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.0,0.002,0.0,0.0,0.022,0.002,0.15,0.003,0.012,0.002,0.016,0.001,0.029,0.0,0.042,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.013,0.0,0.043,0.0,0.0,0.021,0.5,0.008,0.087,0.034,0.383,0.029,0.052,0.033,0.063,0.021,0.19,0.007,0.125,0.07,0.083,0.01,0.132,0.004,0.195,0.066,0.203,0.0,0.0,0.002,0.0,0.004,0.04,0.091,0.0,0.0,0.0,0.054,0.0,0.0,-1.0
0.0,0.0,0.023,0.0,0.0,0.005,0.0,0.001,0.0,0.003,0.083,0.004,0.016,0.004,0.018,0.002,0.027,0.0,0.049,0.016,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.013,0.0,-1.0
0.0,0.0,0.023,0.0,0.0,0.005,0.0,0.001,0.0,0.004,0.083,0.005,0.018,0.004,0.021,0.002,0.028,0.0,0.062,0.016,0.0,0.001,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.013,0.0,-1.0
0.0,0.0,0.039,0.0,0.0,0.015,0.0,0.0,0.065,0.029,0.3,0.025,0.054,0.028,0.062,0.018,0.127,0.004,0.095,0.042,0.053,0.013,0.0,0.001,0.06,0.0,0.0,0.061,0.0,0.001,0.0,0.001,0.029,0.025,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.009,0.0,0.035,0.065,0.0,0.004,0.72,0.0,0.022,0.008,0.317,0.009,0.026,0.009,0.035,0.005,0.092,0.001,0.062,0.019,0.004,0.003,0.044,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.012,0.003,0.0,-1.0
0.009,0.0,0.035,0.043,0.0,0.004,0.78,0.0,0.022,0.008,0.217,0.008,0.023,0.008,0.029,0.005,0.072,0.001,0.055,0.019,0.004,0.003,0.044,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.0,-1.0
0.009,0.0,0.035,0.087,0.0,0.004,0.72,0.0,0.022,0.008,0.317,0.009,0.026,0.009,0.035,0.005,0.092,0.001,0.062,0.019,0.008,0.003,0.044,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.012,0.003,0.0,-1.0
0.0,0.0,0.012,0.0,0.167,0.001,0.0,0.0,0.022,0.004,0.133,0.005,0.015,0.004,0.018,0.002,0.043,0.0,0.167,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.003,0.013,0.003,0.017,0.002,0.032,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.003,0.013,0.003,0.017,0.002,0.032,0.0,0.167,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.003,0.013,0.003,0.017,0.002,0.032,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.003,0.013,0.003,0.017,0.002,0.032,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.012,0.0,0.167,0.001,0.0,0.0,0.022,0.004,0.133,0.005,0.015,0.004,0.018,0.002,0.043,0.0,0.083,0.019,0.0,0.004,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.003,0.013,0.003,0.017,0.002,0.032,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.003,0.013,0.003,0.017,0.002,0.032,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.003,0.014,0.003,0.018,0.002,0.032,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,-1.0
0.009,0.0,0.035,0.065,0.0,0.004,0.72,0.0,0.022,0.009,0.317,0.009,0.028,0.009,0.038,0.005,0.092,0.001,0.076,0.019,0.008,0.003,0.044,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.013,0.003,0.0,-1.0
0.009,0.0,0.035,0.087,0.0,0.004,0.72,0.0,0.022,0.009,0.317,0.009,0.028,0.009,0.038,0.005,0.092,0.001,0.076,0.019,0.004,0.003,0.044,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.013,0.003,0.0,-1.0
0.009,0.0,0.035,0.043,0.0,0.004,0.78,0.0,0.022,0.008,0.217,0.009,0.026,0.009,0.032,0.005,0.071,0.001,0.07,0.019,0.0,0.003,0.059,0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.0,-1.0
0.0,0.0,0.012,0.0,0.167,0.001,0.0,0.0,0.022,0.005,0.133,0.006,0.018,0.005,0.022,0.003,0.043,0.0,0.104,0.019,0.0,0.004,0.044,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.004,0.017,0.004,0.021,0.002,0.031,0.0,0.208,0.019,0.0,0.004,0.088,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.004,0.017,0.004,0.021,0.002,0.031,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.004,0.016,0.003,0.02,0.002,0.031,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.004,0.016,0.003,0.02,0.002,0.031,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,-1.0
0.0,0.0,0.012,0.0,0.167,0.001,0.0,0.0,0.022,0.007,0.183,0.007,0.023,0.007,0.028,0.004,0.058,0.0,0.146,0.019,0.012,0.004,0.044,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.003,0.133,0.004,0.016,0.004,0.02,0.002,0.035,0.0,0.25,0.019,0.0,0.004,0.088,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.004,0.167,0.005,0.02,0.005,0.025,0.003,0.04,0.0,0.292,0.019,0.024,0.004,0.088,0.0,0.333,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,-1.0
0.0,0.0,0.008,0.0,0.167,0.001,0.0,0.0,0.022,0.004,0.133,0.004,0.017,0.004,0.021,0.002,0.034,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,-1.0
0.004,0.0,0.019,0.022,0.0,0.047,0.555,0.0,0.065,0.096,0.483,0.085,0.103,0.094,0.116,0.068,0.347,0.04,0.19,0.044,0.272,0.02,0.013,0.01,0.108,0.21,0.0,0.017,0.0,0.002,0.03,0.012,0.0,0.1,0.0,0.0,0.0,0.051,0.005,0.043,-1.0
0.0,0.0,0.0,0.13,0.167,0.003,0.0,0.0,0.109,0.005,0.2,0.007,0.025,0.006,0.03,0.004,0.053,0.0,0.104,0.024,0.03,0.005,0.044,0.001,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.023,0.0,0.0,0.0,0.017,0.004,0.0,-1.0
0.0,0.0,0.0,0.0,0.333,0.003,0.0,0.0,0.022,0.006,0.183,0.006,0.018,0.006,0.024,0.003,0.055,0.0,0.09,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.333,0.002,0.0,0.0,0.022,0.005,0.167,0.005,0.017,0.005,0.022,0.003,0.048,0.0,0.108,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.333,0.002,0.0,0.0,0.022,0.005,0.167,0.005,0.017,0.005,0.022,0.003,0.048,0.0,0.108,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.333,0.003,0.0,0.0,0.022,0.006,0.2,0.006,0.019,0.006,0.025,0.003,0.056,0.0,0.078,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.333,0.003,0.0,0.0,0.022,0.005,0.183,0.005,0.017,0.005,0.023,0.003,0.052,0.0,0.09,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.333,0.002,0.0,0.0,0.022,0.005,0.167,0.005,0.017,0.005,0.022,0.003,0.048,0.0,0.108,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,-1.0
0.0,0.0,0.0,0.043,0.0,0.004,0.0,0.0,0.022,0.006,0.233,0.007,0.024,0.007,0.031,0.004,0.061,0.0,0.062,0.024,0.055,0.005,0.066,0.002,0.042,0.0,0.0,0.0,0.021,0.0,0.0,0.002,0.0,0.023,0.0,0.0,0.0,0.02,0.004,0.0,-1.0
0.004,0.0,0.0,0.0,0.167,0.004,0.5,0.0,0.0,0.007,0.333,0.006,0.023,0.007,0.033,0.004,0.081,0.001,0.0,0.045,0.098,0.012,0.0,0.003,0.333,0.2,0.0,0.0,0.056,0.003,0.013,0.004,0.027,0.121,0.0,0.0,0.0,0.028,0.0,0.0,-1.0
0.004,0.0,0.0,0.0,0.167,0.004,0.5,0.0,0.0,0.007,0.333,0.006,0.022,0.007,0.032,0.004,0.082,0.001,0.0,0.045,0.098,0.012,0.0,0.003,0.333,0.2,0.0,0.0,0.056,0.003,0.013,0.004,0.027,0.121,0.0,0.0,0.0,0.027,0.0,0.0,-1.0
0.004,0.0,0.0,0.0,0.0,0.01,0.65,0.0,0.196,0.019,0.467,0.019,0.054,0.02,0.068,0.013,0.142,0.003,0.079,0.031,0.071,0.008,0.026,0.003,0.15,0.06,0.022,0.0,0.025,0.001,0.014,0.004,0.032,0.045,0.0,0.0,0.0,0.022,0.003,0.0,-1.0
0.004,0.0,0.0,0.0,0.0,0.01,0.665,0.0,0.13,0.018,0.45,0.019,0.048,0.019,0.061,0.012,0.15,0.003,0.107,0.032,0.087,0.008,0.029,0.004,0.167,0.088,0.024,0.0,0.028,0.001,0.017,0.005,0.036,0.061,0.0,0.0,0.0,0.021,0.002,0.0,-1.0
0.009,0.0,0.004,0.065,0.0,0.005,0.855,0.0,0.022,0.006,0.233,0.006,0.02,0.006,0.027,0.003,0.064,0.0,0.042,0.019,0.0,0.004,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.007,0.0,0.0,0.0,0.0,0.026,0.0,0.0,-1.0
0.009,0.0,0.004,0.065,0.0,0.005,0.855,0.0,0.022,0.006,0.233,0.006,0.02,0.006,0.027,0.003,0.064,0.0,0.049,0.019,0.0,0.004,0.073,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.007,0.0,0.0,0.0,0.0,0.03,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.001,0.0,0.0,0.0,0.001,0.1,0.001,0.008,0.001,0.011,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.001,0.0,0.0,0.0,0.001,0.1,0.001,0.008,0.001,0.011,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.001,0.0,0.0,0.0,0.001,0.1,0.001,0.008,0.001,0.011,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.001,0.0,0.0,0.0,0.001,0.1,0.001,0.008,0.001,0.011,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.001,0.0,0.0,0.0,0.001,0.1,0.001,0.008,0.001,0.011,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.004,0.0,0.167,0.001,0.0,0.0,0.0,0.001,0.1,0.001,0.008,0.001,0.011,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
