@relation nifi_rel-nifi-0.6.1
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.008,0.001,0.038,0.001,0.006,0.001,0.006,0.0,0.008,0.0,0.016,0.048,0.0,0.009,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,-1.0
0.029,0.0,0.027,0.0,0.0,0.071,0.595,0.014,0.05,0.086,0.731,0.094,0.124,0.089,0.141,0.066,0.468,0.037,0.159,0.143,0.07,0.097,0.161,0.072,0.13,0.125,0.027,0.01,0.009,0.008,0.08,0.062,0.036,0.104,0.0,0.0,0.0,0.119,0.002,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.007,0.0,0.001,0.096,0.001,0.006,0.001,0.009,0.0,0.011,0.0,0.012,0.048,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.096,0.001,0.005,0.001,0.007,0.0,0.013,0.0,0.0,0.048,0.0,0.009,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,-1.0
0.012,0.0,0.009,0.0,0.0,0.004,0.5,0.003,0.008,0.002,0.192,0.003,0.005,0.002,0.01,0.001,0.067,0.0,0.025,0.048,0.0,0.027,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.001,0.0,-1.0
0.0,0.0,0.043,0.0,0.0,0.057,0.0,0.0,0.033,0.102,0.5,0.114,0.095,0.107,0.106,0.076,0.531,0.048,0.213,0.05,0.135,0.109,0.005,0.104,0.054,0.015,0.0,0.0,0.0,0.115,0.058,0.139,0.009,0.009,0.0,0.0,0.0,0.269,0.001,0.0,-1.0
0.0,0.0,0.003,0.0,0.333,0.001,0.0,0.014,0.0,0.001,0.115,0.001,0.005,0.001,0.007,0.0,0.015,0.0,0.0,0.048,0.0,0.027,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.001,0.0,-1.0
0.006,0.006,0.0,0.042,0.0,0.001,0.0,0.052,0.0,0.001,0.154,0.002,0.01,0.001,0.014,0.001,0.02,0.0,0.025,0.048,0.0,0.009,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,-1.0
0.0,0.0,0.003,0.0,0.333,0.001,0.0,0.007,0.0,0.001,0.115,0.001,0.005,0.001,0.007,0.0,0.015,0.0,0.0,0.048,0.0,0.027,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.001,0.0,-1.0
0.0,0.0,0.003,0.0,0.333,0.001,0.0,0.007,0.0,0.001,0.115,0.001,0.005,0.001,0.007,0.0,0.015,0.0,0.0,0.048,0.0,0.027,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.001,0.0,-1.0
0.012,0.0,0.006,0.042,0.0,0.016,0.5,0.0,0.008,0.013,0.365,0.012,0.019,0.013,0.029,0.007,0.183,0.002,0.084,0.349,0.034,0.146,0.364,0.025,0.239,0.168,0.314,0.0,0.118,0.0,0.0,0.034,0.0,0.19,0.0,0.0,0.0,0.088,0.34,0.0,-1.0
0.006,0.0,0.003,0.056,0.333,0.01,0.75,0.0,0.008,0.008,0.327,0.008,0.021,0.008,0.03,0.005,0.102,0.001,0.016,0.127,0.027,0.063,0.152,0.0,0.239,0.0,0.039,0.0,0.058,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.042,0.335,0.0,-1.0
0.0,0.0,0.003,0.0,0.333,0.002,0.0,0.0,0.008,0.003,0.25,0.004,0.01,0.003,0.017,0.002,0.067,0.0,0.05,0.048,0.0,0.027,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.001,0.0,-1.0
0.0,0.0,0.003,0.0,0.667,0.002,0.0,0.0,0.008,0.002,0.154,0.003,0.008,0.002,0.012,0.001,0.039,0.0,0.0,0.095,0.0,0.027,0.091,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.004,0.0,-1.0
0.0,0.0,0.003,0.0,0.667,0.002,0.0,0.0,0.008,0.002,0.173,0.003,0.008,0.002,0.013,0.001,0.043,0.0,0.0,0.095,0.0,0.027,0.091,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.004,0.0,-1.0
0.006,0.0,0.006,0.0,0.0,0.009,0.5,0.0,0.008,0.008,0.308,0.007,0.018,0.008,0.026,0.004,0.104,0.001,0.1,0.238,0.051,0.125,0.318,0.037,0.143,0.125,0.176,0.0,0.088,0.0,0.0,0.038,0.0,0.286,0.0,0.0,0.0,0.114,0.001,0.0,-1.0
0.0,0.0,0.003,0.0,0.667,0.002,0.0,0.0,0.008,0.002,0.154,0.003,0.008,0.002,0.012,0.001,0.039,0.0,0.0,0.095,0.0,0.027,0.091,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.004,0.0,-1.0
0.0,0.0,0.003,0.0,0.667,0.002,0.0,0.0,0.008,0.002,0.173,0.003,0.008,0.002,0.013,0.001,0.043,0.0,0.0,0.095,0.0,0.027,0.091,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.004,0.0,-1.0
0.0,0.0,0.003,0.0,0.333,0.002,0.0,0.0,0.008,0.003,0.212,0.004,0.01,0.003,0.015,0.002,0.059,0.0,0.05,0.048,0.0,0.027,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.001,0.0,-1.0
0.006,0.0,0.006,0.0,0.0,0.002,0.5,0.0,0.008,0.003,0.231,0.003,0.011,0.003,0.017,0.002,0.055,0.0,0.05,0.095,0.041,0.036,0.091,0.037,0.143,0.0,0.118,0.0,0.176,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.064,0.001,0.0,-1.0
0.006,0.0,0.006,0.0,0.0,0.008,0.5,0.0,0.008,0.007,0.308,0.007,0.018,0.007,0.026,0.004,0.102,0.001,0.1,0.214,0.051,0.112,0.273,0.037,0.143,0.125,0.118,0.0,0.088,0.0,0.0,0.038,0.0,0.286,0.0,0.0,0.0,0.123,0.001,0.0,-1.0
0.006,0.0,0.006,0.0,0.0,0.002,0.5,0.0,0.0,0.002,0.192,0.003,0.009,0.002,0.014,0.001,0.043,0.0,0.0,0.048,0.0,0.027,0.091,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.001,0.0,-1.0
0.006,0.0,0.006,0.0,0.0,0.002,0.5,0.0,0.0,0.002,0.192,0.003,0.008,0.002,0.013,0.001,0.046,0.0,0.0,0.048,0.0,0.027,0.091,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.001,0.0,-1.0
0.012,0.0,0.006,0.0,0.0,0.004,0.5,0.0,0.008,0.004,0.308,0.005,0.013,0.004,0.021,0.002,0.09,0.0,0.05,0.19,0.041,0.071,0.182,0.074,0.143,0.0,0.235,0.0,0.176,0.0,0.0,0.051,0.0,0.143,0.0,0.0,0.0,0.082,0.001,0.0,-1.0
0.012,0.0,0.006,0.0,0.0,0.004,0.5,0.0,0.008,0.004,0.269,0.005,0.012,0.004,0.019,0.002,0.084,0.0,0.05,0.19,0.041,0.071,0.182,0.074,0.143,0.0,0.235,0.0,0.176,0.0,0.0,0.051,0.0,0.143,0.0,0.0,0.0,0.082,0.001,0.0,-1.0
0.006,0.0,0.009,0.0,0.0,0.003,0.835,0.0,0.008,0.003,0.192,0.004,0.012,0.004,0.017,0.002,0.057,0.0,0.025,0.048,0.02,0.031,0.091,0.019,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.041,0.001,0.0,-1.0
0.012,0.0,0.009,0.0,0.0,0.014,0.75,0.0,0.017,0.013,0.346,0.014,0.027,0.013,0.036,0.008,0.154,0.002,0.1,0.175,0.061,0.125,0.212,0.086,0.143,0.082,0.079,0.0,0.176,0.0,0.015,0.077,0.024,0.143,0.0,0.0,0.0,0.088,0.001,0.0,-1.0
0.012,0.0,0.009,0.0,0.0,0.008,0.835,0.0,0.017,0.009,0.308,0.01,0.024,0.009,0.032,0.005,0.107,0.001,0.05,0.048,0.0,0.031,0.045,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.041,0.001,0.0,-1.0
0.0,0.0,0.006,0.0,0.0,0.002,0.0,0.0,0.008,0.003,0.135,0.003,0.012,0.003,0.015,0.001,0.032,0.0,0.05,0.048,0.01,0.027,0.091,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.001,0.0,-1.0
0.006,0.0,0.009,0.0,0.0,0.005,0.835,0.003,0.025,0.006,0.25,0.008,0.019,0.007,0.026,0.004,0.088,0.0,0.075,0.095,0.041,0.054,0.136,0.056,0.071,0.0,0.118,0.0,0.088,0.0,0.0,0.038,0.0,0.071,0.0,0.0,0.0,0.073,0.001,0.0,-1.0
0.006,0.0,0.012,0.0,0.0,0.004,1.0,0.0,0.0,0.002,0.154,0.002,0.006,0.002,0.01,0.001,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.006,0.0,0.015,0.0,0.0,0.006,0.9,0.0,0.0,0.005,0.25,0.005,0.015,0.005,0.021,0.003,0.076,0.0,0.025,0.048,0.0,0.027,0.068,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.011,0.006,0.0,0.0,0.0,0.0,0.0,0.03,0.001,0.0,-1.0
0.017,0.0,0.015,0.0,0.0,0.008,0.5,0.0,0.0,0.008,0.327,0.009,0.021,0.008,0.03,0.005,0.111,0.001,0.05,0.071,0.031,0.051,0.091,0.009,0.071,0.062,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.071,0.0,0.0,0.0,0.048,0.001,0.0,-1.0
0.006,0.0,0.009,0.0,0.0,0.003,0.5,0.0,0.0,0.003,0.192,0.004,0.01,0.003,0.015,0.002,0.056,0.0,0.0,0.048,0.01,0.027,0.045,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.036,0.001,0.0,-1.0
0.006,0.0,0.009,0.0,0.0,0.025,1.0,0.028,0.0,0.018,0.577,0.018,0.046,0.018,0.062,0.012,0.179,0.003,0.034,0.254,0.109,0.191,0.152,0.123,0.239,0.082,0.196,0.134,0.058,0.035,0.059,0.111,0.048,0.381,0.0,0.0,0.0,0.333,0.009,0.03,1.0
0.0,0.0,0.009,0.0,0.0,0.029,0.0,0.028,0.0,0.019,0.346,0.023,0.033,0.021,0.042,0.012,0.21,0.003,0.07,0.086,0.22,0.152,0.091,0.193,0.8,0.0,0.094,0.28,0.0,0.0,0.026,0.133,0.0,0.143,0.0,0.0,0.0,0.575,0.009,0.0,-1.0
0.023,0.0,0.018,0.0,0.0,0.007,0.665,0.007,0.025,0.005,0.212,0.005,0.01,0.005,0.015,0.002,0.079,0.0,0.03,0.048,0.004,0.027,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.042,0.001,0.0,-1.0
0.198,0.018,0.061,0.0,0.0,0.225,0.525,0.01,0.149,0.211,0.923,0.208,0.308,0.21,0.326,0.179,0.525,0.112,0.167,0.218,0.176,0.183,0.105,0.11,0.166,0.12,0.193,0.16,0.048,0.027,0.023,0.103,0.061,0.214,0.0,0.0,0.0,0.22,0.002,0.086,1.0
0.012,0.0,0.015,0.0,0.0,0.005,0.5,0.0,0.008,0.211,0.923,0.208,0.308,0.21,0.326,0.179,0.525,0.112,0.038,0.048,0.015,0.027,0.091,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.001,0.0,1.0
0.047,0.0,0.055,0.0,0.0,0.042,0.7,0.0,0.05,0.033,0.615,0.034,0.069,0.034,0.085,0.023,0.25,0.007,0.107,0.07,0.045,0.087,0.061,0.016,0.089,0.0,0.045,0.038,0.0,0.004,0.0,0.022,0.007,0.054,0.04,0.0,0.0,0.084,0.001,0.013,-1.0
0.0,0.0,0.012,0.0,0.0,0.015,0.0,0.0,0.017,0.022,0.231,0.022,0.032,0.022,0.037,0.013,0.147,0.002,0.25,0.095,0.102,0.112,0.0,0.111,0.0,0.25,0.0,0.0,0.0,0.046,0.463,0.077,0.0,0.143,0.0,0.0,0.0,0.186,0.001,0.0,-1.0
0.0,0.0,0.009,0.0,0.0,0.019,0.0,0.0,0.05,0.023,0.481,0.026,0.063,0.024,0.075,0.016,0.17,0.003,0.4,0.095,0.238,0.197,0.0,0.247,0.0,0.168,0.039,0.266,0.0,0.066,0.044,0.171,0.0,0.286,0.0,0.0,0.0,0.252,0.001,0.061,-1.0
0.233,0.0,0.173,0.0,0.0,0.158,0.0,0.028,0.033,0.074,0.5,0.069,0.093,0.072,0.104,0.051,0.322,0.02,0.028,0.046,0.018,0.033,0.082,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.152,0.001,0.0,1.0
0.116,0.0,0.116,0.0,0.0,0.115,0.5,0.007,0.017,0.074,0.5,0.069,0.093,0.072,0.104,0.051,0.322,0.02,0.038,0.078,0.023,0.052,0.098,0.011,0.09,0.0,0.059,0.042,0.0,0.003,0.0,0.021,0.0,0.024,0.0,0.0,0.0,0.22,0.001,0.0,1.0
0.116,0.0,0.058,0.0,0.333,0.035,0.5,0.0,0.025,0.074,0.5,0.069,0.093,0.072,0.104,0.051,0.322,0.02,0.016,0.04,0.0,0.022,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.001,0.0,1.0
0.0,0.0,0.0,0.014,0.0,0.024,0.0,0.024,0.0,0.005,0.077,0.006,0.024,0.005,0.025,0.003,0.02,0.0,0.008,0.045,0.0,0.008,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.0,0.0,1.0
0.029,0.0,0.03,0.0,0.0,0.01,0.75,0.003,0.0,0.005,0.173,0.003,0.009,0.005,0.014,0.002,0.049,0.0,0.0,0.048,0.0,0.027,0.045,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.041,0.001,0.0,-1.0
0.012,0.0,0.015,0.0,0.0,0.008,0.7,0.014,0.0,0.007,0.327,0.008,0.025,0.008,0.033,0.005,0.092,0.001,0.038,0.048,0.02,0.031,0.045,0.019,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.077,0.003,0.0,-1.0
0.029,0.0,0.027,0.0,0.0,0.019,0.5,0.014,0.008,0.013,0.385,0.009,0.017,0.012,0.027,0.006,0.159,0.001,0.007,0.131,0.01,0.058,0.194,0.005,0.019,0.0,0.162,0.0,0.067,0.005,0.022,0.003,0.018,0.019,0.0,0.0,0.0,0.068,0.001,0.0,-1.0
0.0,0.0,0.006,0.0,0.0,0.004,0.0,0.0,0.017,0.005,0.173,0.005,0.017,0.005,0.021,0.003,0.048,0.0,0.1,0.048,0.153,0.054,0.091,0.019,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.059,0.001,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.038,0.0,0.001,0.0,0.002,0.0,0.004,0.0,0.05,0.048,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,-1.0
0.0,0.0,0.003,0.014,0.0,0.007,0.0,0.038,0.008,0.003,0.115,0.005,0.014,0.004,0.016,0.002,0.041,0.0,0.016,0.032,0.0,0.006,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.0,-1.0
0.017,0.012,0.021,0.0,0.333,0.018,0.72,0.0,0.025,0.019,0.519,0.022,0.054,0.02,0.067,0.013,0.179,0.003,0.069,0.066,0.028,0.053,0.08,0.046,0.071,0.032,0.0,0.026,0.0,0.008,0.011,0.035,0.018,0.019,0.0,0.0,0.0,0.099,0.001,0.0,-1.0
0.006,0.0,0.003,0.0,0.333,0.002,0.5,0.0,0.0,0.001,0.154,0.001,0.004,0.001,0.008,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.006,0.0,0.009,0.028,0.0,0.004,1.0,0.0,0.0,0.002,0.154,0.002,0.007,0.002,0.011,0.001,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.006,0.0,0.003,0.0,0.333,0.002,0.5,0.0,0.0,0.001,0.154,0.001,0.004,0.001,0.008,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.006,0.0,0.006,0.0,0.0,0.003,1.0,0.0,0.0,0.001,0.135,0.002,0.007,0.001,0.01,0.001,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.019,0.0,0.001,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.006,0.0,0.006,0.0,0.0,0.002,1.0,0.0,0.0,0.001,0.154,0.001,0.005,0.001,0.009,0.001,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.006,0.0,0.003,0.0,0.0,0.001,0.5,0.0,0.0,0.001,0.135,0.001,0.004,0.001,0.007,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.006,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.115,0.0,0.002,0.0,0.005,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.006,0.0,0.006,0.0,0.0,0.002,1.0,0.0,0.008,0.003,0.231,0.003,0.011,0.003,0.017,0.001,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.017,0.0,0.036,0.0,0.0,0.019,0.5,0.0,0.025,0.011,0.423,0.009,0.022,0.011,0.034,0.006,0.142,0.001,0.059,0.069,0.02,0.048,0.066,0.003,0.039,0.0,0.021,0.054,0.0,0.002,0.0,0.012,0.006,0.039,0.0,0.0,0.0,0.045,0.001,0.0,-1.0
0.017,0.0,0.015,0.0,0.0,0.006,0.5,0.003,0.025,0.005,0.212,0.006,0.016,0.005,0.021,0.003,0.067,0.0,0.025,0.06,0.015,0.027,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.001,0.0,-1.0
0.012,0.0,0.009,0.0,0.0,0.004,0.5,0.003,0.017,0.004,0.154,0.005,0.012,0.004,0.016,0.002,0.05,0.0,0.125,0.048,0.01,0.031,0.045,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.073,0.001,0.0,-1.0
0.099,0.006,0.058,0.0,0.0,0.145,0.5,0.052,0.008,0.132,0.846,0.113,0.181,0.124,0.2,0.098,0.443,0.052,0.09,0.196,0.125,0.159,0.101,0.101,0.156,0.108,0.064,0.058,0.011,0.021,0.111,0.092,0.051,0.204,0.0,0.0,0.0,0.196,0.001,0.075,1.0
0.006,0.0,0.024,0.0,0.0,0.008,0.5,0.007,0.008,0.006,0.25,0.006,0.013,0.006,0.019,0.003,0.089,0.0,0.073,0.051,0.02,0.027,0.077,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.001,0.0,-1.0
0.006,0.0,0.015,0.0,0.0,0.006,0.5,0.003,0.008,0.004,0.212,0.004,0.01,0.004,0.015,0.002,0.073,0.0,0.08,0.048,0.014,0.027,0.0,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.059,0.001,0.0,-1.0
0.023,0.0,0.033,0.0,0.0,0.018,0.5,0.0,0.017,0.011,0.346,0.01,0.024,0.01,0.033,0.006,0.117,0.001,0.05,0.067,0.022,0.046,0.064,0.004,0.014,0.0,0.024,0.04,0.0,0.0,0.0,0.008,0.0,0.029,0.0,0.0,0.0,0.037,0.001,0.0,-1.0
0.023,0.0,0.021,0.0,0.0,0.01,0.5,0.003,0.025,0.008,0.288,0.008,0.021,0.008,0.028,0.004,0.096,0.001,0.075,0.063,0.017,0.039,0.045,0.0,0.047,0.0,0.0,0.034,0.0,0.0,0.007,0.017,0.0,0.024,0.0,0.0,0.0,0.05,0.001,0.0,-1.0
0.023,0.0,0.015,0.0,0.0,0.006,0.5,0.003,0.025,0.006,0.192,0.007,0.016,0.006,0.021,0.003,0.073,0.0,0.05,0.048,0.015,0.027,0.045,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.001,0.0,-1.0
0.017,0.0,0.021,0.0,0.0,0.017,0.5,0.003,0.0,0.011,0.308,0.01,0.021,0.011,0.029,0.006,0.124,0.001,0.03,0.067,0.049,0.057,0.036,0.007,0.114,0.0,0.047,0.0,0.0,0.005,0.0,0.036,0.0,0.057,0.0,0.0,0.0,0.082,0.001,0.036,-1.0
0.029,0.0,0.027,0.0,0.0,0.035,0.5,0.007,0.0,0.025,0.596,0.022,0.046,0.024,0.062,0.015,0.235,0.004,0.06,0.18,0.089,0.151,0.149,0.066,0.133,0.125,0.211,0.086,0.012,0.007,0.116,0.066,0.031,0.214,0.0,0.0,0.0,0.211,0.001,0.0,-1.0
0.023,0.0,0.018,0.0,0.0,0.022,0.5,0.01,0.0,0.017,0.519,0.015,0.036,0.016,0.05,0.01,0.178,0.002,0.068,0.151,0.109,0.142,0.025,0.071,0.207,0.138,0.065,0.11,0.0,0.007,0.036,0.058,0.059,0.234,0.0,0.0,0.0,0.213,0.001,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.077,0.001,0.005,0.001,0.007,0.0,0.015,0.0,0.0,0.048,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.058,0.001,0.005,0.001,0.006,0.0,0.011,0.0,0.0,0.048,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.045,0.0,0.001,0.115,0.001,0.006,0.001,0.009,0.001,0.018,0.0,0.0,0.032,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.033,0.007,0.135,0.012,0.024,0.009,0.027,0.005,0.072,0.0,0.064,0.043,0.0,0.008,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,-1.0
0.006,0.006,0.0,0.0,0.0,0.006,0.0,0.024,0.0,0.004,0.212,0.004,0.019,0.004,0.025,0.002,0.034,0.0,0.008,0.044,0.0,0.008,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.014,0.05,0.006,0.115,0.011,0.025,0.008,0.027,0.004,0.053,0.0,0.064,0.044,0.0,0.008,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0,-1.0
0.012,0.0,0.012,0.0,0.0,0.006,0.7,0.01,0.0,0.004,0.231,0.005,0.015,0.005,0.021,0.003,0.069,0.0,0.038,0.06,0.015,0.031,0.091,0.019,0.036,0.0,0.0,0.0,0.0,0.003,0.0,0.013,0.018,0.0,0.0,0.0,0.0,0.052,0.003,0.0,-1.0
