,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
277372,avro,release-1.8.0,False,0.0,0.0,0.0,0.0,2.0,8.0,-1.0,0.0,3.0,5606.0,44.0,3322.0,303.0,8928.0,347.0,75341.53,241.2,18172477.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277373,avro,release-1.8.0,False,3.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,3.0,5606.0,44.0,3322.0,303.0,8928.0,347.0,75341.53,241.2,18172477.38,4.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,36
277374,avro,release-1.8.0,False,3.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0,3.0,5606.0,44.0,3322.0,303.0,8928.0,347.0,75341.53,241.2,18172477.38,3.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,36
277375,avro,release-1.8.0,False,0.0,0.0,0.0,2.0,0.0,12.0,-1.0,1.0,1.0,13.0,11.0,14.0,13.0,27.0,24.0,123.79,5.92,733.24,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,36
277376,avro,release-1.8.0,False,2.0,0.0,3.0,0.0,1.0,18.0,0.0,0.0,1.0,50.0,16.0,32.0,17.0,82.0,33.0,413.64,15.06,6228.94,0.5,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,0.0,36
277377,avro,release-1.8.0,False,0.0,0.0,0.0,3.0,0.0,10.0,-1.0,3.0,1.0,11.0,9.0,13.0,12.0,24.0,21.0,105.42,4.88,513.9,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,36
277378,avro,release-1.8.0,False,0.0,0.0,27.0,4.0,0.0,91.0,-1.0,6.0,5.0,549.0,17.0,393.0,65.0,942.0,82.0,5988.81,51.39,307778.97,2.96,0.96,0.93,2.81,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.93,0.0,0.0,0.0,0.0,10.26,38.89,0.0,36
277379,avro,release-1.8.0,False,3.0,1.0,4.0,8.0,0.0,42.0,0.0,26.0,3.0,112.0,24.0,76.0,38.0,188.0,62.0,1119.39,24.0,26865.33,1.67,1.67,1.33,5.33,0.67,0.0,0.67,0.33,0.33,0.0,0.0,0.33,0.0,0.0,0.33,0.67,0.0,0.0,0.0,31.0,1.0,0.0,36
277380,avro,release-1.8.0,False,1.0,0.0,6.0,0.0,0.0,44.0,0.0,1.0,1.0,112.0,19.0,44.0,25.0,156.0,44.0,851.67,16.72,14239.94,2.14,1.14,0.29,4.14,0.86,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.57,0.0,0.14,0.0,0.0,0.0,14.29,1.14,0.0,36
277381,avro,release-1.8.0,False,0.0,0.0,3.0,4.0,0.0,14.0,-1.0,0.0,0.0,33.0,9.0,25.0,12.0,58.0,21.0,254.75,9.38,2388.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277382,avro,release-1.8.0,False,9.0,1.0,18.0,0.0,0.0,401.0,0.19,4.0,5.0,1120.0,40.0,728.0,169.0,1848.0,209.0,14243.2,86.15,1227106.43,2.0,7.8,3.6,20.9,4.5,1.1,1.2,0.4,2.6,0.0,1.9,0.5,0.5,1.1,0.2,1.2,0.0,0.0,0.0,17.3,3.7,0.1,36
277383,avro,release-1.8.0,False,2.0,0.0,6.0,0.0,0.0,52.0,0.0,3.0,2.0,1120.0,40.0,728.0,169.0,1848.0,209.0,14243.2,86.15,1227106.43,0.67,2.0,0.33,4.33,1.33,0.33,0.33,0.0,0.67,0.0,1.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,7.0,1.0,0.0,36
277384,avro,release-1.8.0,False,1.0,0.0,1.0,0.0,0.0,164.0,0.0,0.0,4.0,1120.0,40.0,728.0,169.0,1848.0,209.0,14243.2,86.15,1227106.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277385,avro,release-1.8.0,False,4.0,0.0,8.0,0.0,0.0,86.0,0.0,3.0,3.0,1120.0,40.0,728.0,169.0,1848.0,209.0,14243.2,86.15,1227106.43,0.5,1.0,0.33,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,1.0,0.0,36
277386,avro,release-1.8.0,False,1.0,0.0,4.0,0.0,0.0,23.0,0.4,1.0,0.0,75.0,15.0,53.0,21.0,128.0,36.0,661.75,18.93,12525.99,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,36
277387,avro,release-1.8.0,False,0.0,0.0,1.0,0.0,1.0,31.0,-1.0,3.0,3.0,82.0,17.0,65.0,29.0,147.0,46.0,811.96,19.05,15469.31,3.0,2.0,1.5,8.0,0.0,0.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,32.0,4.5,0.0,36
277388,avro,release-1.8.0,False,18.0,0.0,22.0,0.0,0.0,272.0,0.29,10.0,10.0,1097.0,37.0,613.0,148.0,1710.0,185.0,12878.66,76.63,986827.5,1.45,2.15,1.1,6.3,1.15,0.25,1.0,0.0,0.6,0.05,0.1,0.3,0.35,0.8,0.25,0.3,0.0,0.0,0.0,11.15,6.5,0.0,36
277389,avro,release-1.8.0,False,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,1.0,1.0,1097.0,37.0,613.0,148.0,1710.0,185.0,12878.66,76.63,986827.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277390,avro,release-1.8.0,False,4.0,0.0,6.0,0.0,1.0,92.0,0.0,2.0,2.0,1097.0,37.0,613.0,148.0,1710.0,185.0,12878.66,76.63,986827.5,1.0,3.0,1.5,9.75,0.5,0.25,0.5,0.0,0.5,0.0,0.0,3.5,1.0,1.25,1.5,0.5,0.0,0.0,0.0,10.75,1.25,0.0,36
277391,avro,release-1.8.0,False,0.0,0.0,1.0,0.0,1.0,14.0,-1.0,1.0,1.0,1097.0,37.0,613.0,148.0,1710.0,185.0,12878.66,76.63,986827.5,1.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,36
277392,avro,release-1.8.0,False,0.0,0.0,1.0,0.0,1.0,14.0,-1.0,1.0,1.0,1097.0,37.0,613.0,148.0,1710.0,185.0,12878.66,76.63,986827.5,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,36
277393,avro,release-1.8.0,False,0.0,0.0,1.0,0.0,1.0,14.0,-1.0,1.0,1.0,1097.0,37.0,613.0,148.0,1710.0,185.0,12878.66,76.63,986827.5,1.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,36
277394,avro,release-1.8.0,False,0.0,0.0,1.0,0.0,1.0,14.0,-1.0,1.0,1.0,1097.0,37.0,613.0,148.0,1710.0,185.0,12878.66,76.63,986827.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277395,avro,release-1.8.0,False,0.0,0.0,1.0,0.0,1.0,14.0,-1.0,1.0,1.0,1097.0,37.0,613.0,148.0,1710.0,185.0,12878.66,76.63,986827.5,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,36
277396,avro,release-1.8.0,False,0.0,0.0,2.0,0.0,1.0,11.0,-1.0,0.0,0.0,23.0,8.0,17.0,12.0,40.0,20.0,172.88,5.67,979.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277397,avro,release-1.8.0,False,2.0,0.0,5.0,0.0,0.0,133.0,0.29,6.0,3.0,759.0,41.0,354.0,106.0,1113.0,147.0,8013.24,68.46,548604.23,1.6,2.4,1.8,9.0,1.0,2.0,1.2,0.8,0.0,0.4,1.0,0.4,2.4,3.0,0.4,1.4,0.0,0.0,0.0,25.8,8.8,0.0,36
277398,avro,release-1.8.0,False,1.0,0.0,0.0,0.0,0.0,13.0,-1.0,1.0,0.0,759.0,41.0,354.0,106.0,1113.0,147.0,8013.24,68.46,548604.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277399,avro,release-1.8.0,False,0.0,0.0,2.0,0.0,1.0,11.0,-1.0,0.0,0.0,23.0,8.0,17.0,12.0,40.0,20.0,172.88,5.67,979.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277400,avro,release-1.8.0,False,0.0,0.0,2.0,0.0,0.0,14.0,-1.0,1.0,2.0,60.0,16.0,46.0,22.0,106.0,38.0,556.28,16.73,9305.05,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,36
277401,avro,release-1.8.0,False,1.0,0.0,2.0,0.0,1.0,19.0,0.0,0.0,2.0,55.0,16.0,44.0,27.0,99.0,43.0,537.2,13.04,7003.5,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,36
277402,avro,release-1.8.0,False,1.0,0.0,2.0,0.0,1.0,19.0,0.0,0.0,2.0,55.0,16.0,44.0,27.0,99.0,43.0,537.2,13.04,7003.5,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,36
277403,avro,release-1.8.0,False,3.0,1.0,9.0,4.0,0.0,97.0,0.31,3.0,2.0,406.0,28.0,295.0,78.0,701.0,106.0,4716.27,52.95,249720.57,1.41,2.0,2.82,4.06,0.35,0.35,1.35,0.24,0.35,0.0,0.0,0.53,0.0,0.41,0.53,0.65,0.0,0.0,0.0,18.35,15.88,0.0,36
277404,avro,release-1.8.0,False,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,1.0,0.0,406.0,28.0,295.0,78.0,701.0,106.0,4716.27,52.95,249720.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277405,avro,release-1.8.0,False,0.0,0.0,1.0,0.0,1.0,12.0,-1.0,0.0,2.0,18.0,10.0,19.0,16.0,37.0,26.0,173.92,5.94,1032.63,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,36
277406,avro,release-1.8.0,False,0.0,0.0,2.0,0.0,1.0,11.0,-1.0,0.0,0.0,25.0,9.0,20.0,12.0,45.0,21.0,197.65,7.5,1482.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277407,avro,release-1.8.0,True,16.0,3.0,37.0,0.0,1.0,451.0,0.17,45.0,4.0,2067.0,41.0,1235.0,225.0,3302.0,266.0,26598.54,112.52,2992927.12,2.1,1.81,2.61,6.13,0.89,0.65,1.61,0.17,0.24,0.23,0.01,0.43,0.01,0.77,0.17,0.54,0.0,0.0,0.0,11.3,4.19,0.0,36
277408,avro,release-1.8.0,True,3.0,0.0,9.0,1.0,1.0,88.0,0.33,26.0,2.0,2067.0,41.0,1235.0,225.0,3302.0,266.0,26598.54,112.52,2992927.12,0.75,1.0,1.25,3.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,5.0,0.75,0.0,36
277409,avro,release-1.8.0,True,2.0,0.0,5.0,0.0,2.0,40.0,0.29,2.0,2.0,2067.0,41.0,1235.0,225.0,3302.0,266.0,26598.54,112.52,2992927.12,1.0,1.33,1.0,3.83,1.17,0.33,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.5,0.17,0.17,0.0,0.0,0.0,5.17,2.17,0.0,36
277410,avro,release-1.8.0,False,0.0,0.0,12.0,0.0,0.0,65.0,-1.0,0.0,4.0,389.0,26.0,257.0,83.0,646.0,109.0,4372.25,40.25,175996.11,2.33,1.67,2.0,5.67,1.0,1.0,1.5,0.17,0.17,0.0,0.33,0.5,0.83,1.5,0.5,0.33,0.0,0.0,0.0,7.83,1.0,0.0,36
277411,avro,release-1.8.0,False,0.0,0.0,5.0,0.0,1.0,17.0,-1.0,0.0,3.0,389.0,26.0,257.0,83.0,646.0,109.0,4372.25,40.25,175996.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277412,avro,release-1.8.0,False,0.0,0.0,7.0,0.0,1.0,46.0,-1.0,0.0,4.0,389.0,26.0,257.0,83.0,646.0,109.0,4372.25,40.25,175996.11,2.17,1.17,1.83,4.17,0.83,0.67,1.5,0.0,0.17,0.0,0.5,0.67,0.0,0.67,0.17,0.17,0.0,0.0,0.0,8.67,1.0,0.0,36
277413,avro,release-1.8.0,True,46.0,0.0,146.0,12.0,1.0,1433.0,0.19,346.0,16.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,2.5,4.41,3.72,10.63,1.1,1.76,1.27,0.48,1.12,0.07,0.12,2.74,0.1,2.57,0.63,0.67,0.0,0.0,0.0,14.55,4.36,0.0,36
277414,avro,release-1.8.0,True,8.0,0.0,17.0,0.0,1.0,116.0,0.16,31.0,3.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,1.0,2.33,1.67,6.0,1.0,0.33,1.33,0.0,0.83,0.0,0.83,0.33,0.5,2.0,0.33,0.5,0.0,0.0,0.0,5.67,1.0,0.0,36
277415,avro,release-1.8.0,True,3.0,0.0,6.0,0.0,0.0,46.0,0.0,7.0,3.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.5,3.0,1.0,4.5,2.0,0.5,0.5,0.0,2.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,6.5,1.0,0.0,36
277416,avro,release-1.8.0,True,3.0,0.0,12.0,3.0,2.0,64.0,0.0,2.0,3.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,1.57,2.0,2.14,4.86,1.0,0.14,0.86,0.29,0.57,0.0,0.0,0.14,0.14,0.14,0.0,0.57,0.0,0.0,0.0,6.71,1.0,0.0,36
277417,avro,release-1.8.0,True,2.0,0.0,2.0,0.0,0.0,14.0,0.0,2.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,1.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,36
277418,avro,release-1.8.0,True,3.0,0.0,7.0,0.0,3.0,116.0,0.0,2.0,6.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,1.4,2.6,2.6,8.4,1.0,1.0,0.4,0.2,1.0,0.2,0.0,1.0,0.6,1.8,0.4,1.2,0.0,0.0,0.0,11.8,0.8,0.0,36
277419,avro,release-1.8.0,True,2.0,0.0,5.0,0.0,3.0,42.0,0.0,2.0,5.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,2.75,2.75,5.0,7.25,1.25,0.5,1.5,0.5,0.75,0.0,0.25,1.25,0.25,1.0,0.5,1.0,0.0,0.0,0.0,10.75,0.5,0.0,36
277420,avro,release-1.8.0,True,1.0,0.0,3.0,0.0,2.0,27.0,0.0,2.0,3.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,2.0,1.0,2.33,5.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,5.0,0.33,0.0,36
277421,avro,release-1.8.0,True,1.0,0.0,3.0,0.0,2.0,27.0,0.0,2.0,3.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,2.33,1.67,3.33,5.67,1.33,0.33,1.0,0.0,0.33,0.0,0.33,1.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,7.33,0.33,0.0,36
277422,avro,release-1.8.0,True,2.0,0.0,5.0,0.0,2.0,40.0,0.29,2.0,3.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,1.33,1.33,1.33,3.33,0.33,0.33,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,5.33,0.0,0.0,36
277423,avro,release-1.8.0,True,1.0,0.0,3.0,0.0,3.0,31.0,0.0,2.0,3.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,1.33,2.33,1.0,4.67,1.0,0.33,1.33,0.0,0.67,0.0,0.33,0.33,0.33,0.67,0.33,0.67,0.0,0.0,0.0,7.67,1.0,0.0,36
277424,avro,release-1.8.0,True,0.0,0.0,1.0,0.0,2.0,5.0,-1.0,0.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277425,avro,release-1.8.0,True,0.0,0.0,1.0,0.0,2.0,5.0,-1.0,0.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277426,avro,release-1.8.0,True,0.0,0.0,1.0,0.0,2.0,5.0,-1.0,0.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277427,avro,release-1.8.0,True,0.0,0.0,1.0,0.0,2.0,5.0,-1.0,0.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277428,avro,release-1.8.0,True,0.0,0.0,1.0,0.0,2.0,5.0,-1.0,0.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277429,avro,release-1.8.0,True,0.0,0.0,1.0,0.0,2.0,5.0,-1.0,0.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277430,avro,release-1.8.0,True,0.0,0.0,1.0,0.0,2.0,5.0,-1.0,0.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277431,avro,release-1.8.0,True,0.0,0.0,1.0,0.0,2.0,5.0,-1.0,0.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277432,avro,release-1.8.0,True,3.0,0.0,10.0,0.0,0.0,97.0,0.27,4.0,1.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,1.3,1.3,1.9,6.2,0.9,0.5,0.6,0.1,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,12.8,1.2,0.0,36
277433,avro,release-1.8.0,True,1.0,0.0,8.0,0.0,0.0,37.0,0.38,10.0,2.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,0.0,0.5,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,36
277434,avro,release-1.8.0,True,2.0,0.0,13.0,0.0,0.0,61.0,0.36,4.0,0.0,6394.0,54.0,3709.0,441.0,10103.0,495.0,90434.83,227.08,20536088.73,1.23,1.0,1.85,3.92,0.85,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,1.0,0.0,36
277435,avro,release-1.8.0,False,0.0,0.0,1.0,0.0,1.0,12.0,-1.0,0.0,2.0,18.0,10.0,19.0,16.0,37.0,26.0,173.92,5.94,1032.63,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,36
277436,avro,release-1.8.0,False,46.0,3.0,19.0,0.0,0.0,231.0,0.25,0.0,9.0,2138.0,29.0,1583.0,228.0,3721.0,257.0,29788.93,100.67,2998948.16,4.53,1.2,4.67,6.93,0.27,2.87,0.07,0.2,0.0,0.0,0.0,1.53,0.07,2.87,0.27,0.2,0.0,0.0,0.0,21.33,1.6,0.33,36
277437,avro,release-1.8.0,False,2.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,1.0,2138.0,29.0,1583.0,228.0,3721.0,257.0,29788.93,100.67,2998948.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
277438,avro,release-1.8.0,False,4.0,0.0,5.0,0.0,0.0,39.0,0.0,0.0,1.0,2138.0,29.0,1583.0,228.0,3721.0,257.0,29788.93,100.67,2998948.16,0.67,1.0,0.0,4.0,0.67,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,7.67,1.0,0.0,36
277439,avro,release-1.8.0,False,1.0,0.0,2.0,0.0,0.0,29.0,0.67,14.0,1.0,91.0,17.0,57.0,29.0,148.0,46.0,817.49,16.71,13657.67,0.5,1.0,1.5,4.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,12.0,5.5,0.0,36
277440,avro,release-1.8.0,False,5.0,0.0,1.0,0.0,0.0,43.0,0.0,1.0,5.0,238.0,27.0,167.0,68.0,405.0,95.0,2660.79,33.15,88216.98,4.0,3.0,8.0,16.5,0.0,3.0,1.5,0.5,0.5,0.0,0.0,0.5,3.5,3.5,0.0,1.0,0.0,0.0,0.0,23.0,9.5,0.0,36
277441,avro,release-1.8.0,False,10.0,0.0,15.0,0.0,0.0,283.0,0.22,1.0,11.0,1627.0,43.0,978.0,217.0,2605.0,260.0,20898.27,96.9,2025013.29,3.53,2.53,5.47,14.87,0.13,2.93,0.27,0.93,0.2,0.47,0.07,0.67,2.33,3.6,1.07,1.4,0.0,0.0,0.0,17.47,2.67,0.0,36
277442,avro,release-1.8.0,False,2.0,0.0,2.0,0.0,0.0,11.0,1.0,1.0,0.0,1627.0,43.0,978.0,217.0,2605.0,260.0,20898.27,96.9,2025013.29,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,36
277443,avro,release-1.8.0,False,0.0,0.0,6.0,0.0,0.0,50.0,-1.0,2.0,2.0,437.0,23.0,290.0,90.0,727.0,113.0,4958.27,37.06,183731.45,3.83,1.17,7.33,8.0,0.0,2.5,0.0,0.0,0.0,0.17,0.0,2.33,0.5,2.5,0.17,0.17,0.0,0.0,0.0,13.17,1.0,0.0,36
277444,avro,release-1.8.0,False,1.0,0.0,5.0,0.0,0.0,25.0,0.4,1.0,0.0,100.0,19.0,43.0,18.0,143.0,37.0,744.95,22.69,16906.27,0.33,1.0,0.67,2.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.33,0.0,0.0,0.0,0.0,3.0,1.0,0.0,36
277445,avro,release-1.8.0,False,15.0,1.0,31.0,0.0,0.0,257.0,0.42,0.0,15.0,1378.0,38.0,956.0,196.0,2334.0,234.0,18369.43,92.67,1702358.93,3.42,1.33,3.17,9.75,0.92,2.17,1.08,0.17,0.17,0.17,0.0,3.08,0.33,2.25,0.08,0.42,0.17,0.0,0.0,9.92,2.0,0.0,36
